mission,company,location,date,time,rocket,price,successful,original_text,clean_text,cluster,PCA_1,PCA_2,cluster_label
Intelsat 4 F5,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-06-13,21:53:00,Atlas-SLV3C Centaur-D,1510000,True,Intelsat 4 F5,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Apollo 16,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1972-04-16,17:54:00,Saturn V,20160000,True,Apollo 16,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
Pioneer 10,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1972-03-03,1:49:00,Atlas-SLV3C Centaur-D,5160000,True,Pioneer 10,pioneer,6,-0.09259553519043044,-0.037774635259366904,crs / gsat / apollo
DSP-3,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1972-03-01,9:39:00,Titan III(23)C,2420000,True,DSP-3,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
Jumpseat 2,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1972-02-16,9:59:00,Titan-III(33)B Agena-D,7870000,False,Jumpseat 2,jumpseat,6,-0.0919986823023331,-0.03717166376694101,crs / gsat / apollo
Intelsat 4 F4,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-01-23,0:12:00,Atlas-SLV3C Centaur-D,15400000,True,Intelsat 4 F4,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
KH-9 & SSF-B-22,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-01-20,18:36:00,Titan IIID,11180000,True,KH-9 & SSF-B-22,kh ssfb,6,-0.10675178757559048,-0.09308204676874059,crs / gsat / apollo
Intelsat 4 F3,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-12-20,1:10:00,Atlas-SLV3C Centaur-D,8210000,True,Intelsat 4 F3,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
AFP-827 (Canyon-4),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1971-12-04,22:33:00,Atlas-SLV3A Agena-D,2530000,False,AFP-827 (Canyon-4),afp canyon,6,-0.09181108163302333,-0.0369507052188651,crs / gsat / apollo
DSCS-II 1&2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1971-11-03,3:09:00,Titan III(23)C,23900000,True,DSCS-II 1&2,dscsii,6,-0.09279155649085764,-0.037977365227282275,crs / gsat / apollo
OV1-20 OV1-21,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1971-08-07,0:11:00,Atlas-E/F OV1,14780000,True,OV1-20 OV1-21,ov ov,6,-0.09802110949527053,-0.04394683981835043,crs / gsat / apollo
Apollo 15,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1971-07-26,13:34:00,Saturn V,2470000,True,Apollo 15,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1971-06-15,18:41:00,Titan IIID,1190000,True,KH-9,kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
Mariner 9,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1971-05-30,22:23:00,Atlas-SLV3C Centaur-D,2020000,True,Mariner 9,mariner,6,-0.09443686487622997,-0.03979611009210164,crs / gsat / apollo
Mariner 8,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-05-09,1:11:00,Atlas-SLV3C Centaur-D,14680000,False,Mariner 8,mariner,6,-0.09443686487622997,-0.03979611009210164,crs / gsat / apollo
DSP-2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1971-05-05,7:43:00,Titan III(23)C,15470000,True,DSP-2,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
Jumpseat 1,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1971-03-21,3:45:00,Titan-III(33)B Agena-D,23330000,True,Jumpseat 1,jumpseat,6,-0.0919986823023331,-0.03717166376694101,crs / gsat / apollo
Apollo 14,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1971-01-31,21:03:00,Saturn V,1800000,True,Apollo 14,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
Intelsat 4 F2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1971-01-26,0:36:00,Atlas-SLV3C Centaur-D,5110000,True,Intelsat 4 F2,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
OAO-B,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1970-11-30,22:40:00,Atlas-SLV3C Centaur-D,22550000,False,OAO-B,oaob,6,-0.0874814903464726,-0.032836510366285064,crs / gsat / apollo
OPS-5960 (IMEWS-1/DSP-1),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1970-11-06,10:35:00,Titan III(23)C,12720000,False,OPS-5960 (IMEWS-1/DSP-1),ops imews dsp,6,-0.09396820342809101,-0.039853917138920496,crs / gsat / apollo
AFP-827 (Canyon-3),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1970-09-01,1:00:00,Atlas-SLV3A Agena-D,21840000,True,AFP-827 (Canyon-3),afp canyon,6,-0.09181108163302333,-0.0369507052188651,crs / gsat / apollo
AFP-720 (Rhyolite-1),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1970-06-19,11:37:00,Atlas-SLV3A Agena-D,19070000,True,AFP-720 (Rhyolite-1),afp rhyolite,6,-0.0896716481819606,-0.03490194736727189,crs / gsat / apollo
Soyuz 9,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1970-06-01,19:00:00,Soyuz,5120000,True,Soyuz 9,soyuz,5,-0.09914690971622613,-0.048743750963315055,soyuz / soyuz ms / ms
Apollo 13,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1970-04-11,19:13:00,Saturn V,15760000,True,Apollo 13,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
Vela 11 & 12,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1970-04-08,10:50:00,Titan IIIC,20310000,True,Vela 11 & 12,vela,6,-0.08968324284232894,-0.03486987987745338,crs / gsat / apollo
Apollo 12,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1969-11-14,16:22:00,Saturn V,1500000,True,Apollo 12,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
ATS-5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1969-08-12,11:01:00,Atlas-SLV3C Centaur-D,20090000,True,ATS-5,ats,6,-0.09121369985004323,-0.03637146005036053,crs / gsat / apollo
Apollo 11,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1969-07-16,13:32:00,Saturn V,7690000,True,Apollo 11,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1969-05-23,7:57:00,Titan IIIC,18540000,True,"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",ops ops ov ov ov,6,-0.09846923978911913,-0.044437879276681934,crs / gsat / apollo
Apollo 10,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1969-05-18,16:49:00,Saturn V,22030000,True,Apollo 10,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
Canyon 2 (AFP-827),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1969-04-13,2:30:00,Atlas-SLV3A Agena-D,12670000,True,Canyon 2 (AFP-827),canyon afp,6,-0.09092442906210127,-0.036105773733874066,crs / gsat / apollo
Mariner 7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1969-03-27,22:22:00,Atlas-SLV3C Centaur-D,9110000,True,Mariner 7,mariner,6,-0.09443686487622997,-0.03979611009210164,crs / gsat / apollo
OV1-17/OV1-18/OV1-19,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1969-03-18,7:47:00,Atlas-E/F OV1,12660000,True,OV1-17/OV1-18/OV1-19,ov ov ov,6,-0.09779929068239553,-0.04371911236101742,crs / gsat / apollo
Apollo 9,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1969-03-03,16:00:00,Saturn V,1070000,True,Apollo 9,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
Mariner 6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1969-02-25,1:29:00,Atlas-SLV3C Centaur-D,23790000,True,Mariner 6,mariner,6,-0.09443686487622997,-0.03979611009210164,crs / gsat / apollo
OPS-0757 (Tacsat),Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1969-02-09,21:09:00,Titan IIIC,19290000,True,OPS-0757 (Tacsat),ops tacsat,6,-0.09106117889244976,-0.036535258131311844,crs / gsat / apollo
Apollo 8,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1968-12-21,12:51:00,Saturn V,20520000,True,Apollo 8,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
OAO-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1968-12-07,8:40:00,Atlas-SLV3C Centaur-D,4440000,True,OAO-2,oao,6,-0.08893711356822473,-0.03416466928425433,crs / gsat / apollo
Apollo 7,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1968-10-11,15:02:00,Saturn IB,4160000,True,Apollo 7,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
"LES-6, OV2-5, OV5-2, OV5-4",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1968-09-26,7:37:00,Titan IIIC,1450000,True,"LES-6, OV2-5, OV5-2, OV5-4",les ov ov ov,6,-0.09724177346038683,-0.04309001636738245,crs / gsat / apollo
STP P68-1,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1968-08-16,20:57:00,Atlas-SLV3 Burner-2,13750000,False,STP P68-1,stp p,6,-0.08900933565020155,-0.034232188382718645,crs / gsat / apollo
ATS-4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1968-08-10,22:33:00,Atlas-SLV3C Centaur-D,8410000,False,ATS-4,ats,6,-0.09121369985004323,-0.03637146005036053,crs / gsat / apollo
Canyon 1 (AFP-827),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1968-08-06,11:08:00,Atlas-SLV3A Agena-D,15680000,True,Canyon 1 (AFP-827),canyon afp,6,-0.09092442906210127,-0.036105773733874066,crs / gsat / apollo
OV1-15/OV1-16,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1968-07-11,19:30:00,Atlas-E/F OV1,5760000,True,OV1-15/OV1-16,ov ov,6,-0.09802110949527053,-0.04394683981835043,crs / gsat / apollo
OPS 9341-9348,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1968-06-13,14:03:00,Titan IIIC,2770000,True,OPS 9341-9348,ops,6,-0.09296858409046968,-0.03871791537230284,crs / gsat / apollo
OV1-13/OV1-14,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1968-04-06,9:59:00,Atlas-E/F OV1,15560000,True,OV1-13/OV1-14,ov ov,6,-0.09802110949527053,-0.04394683981835043,crs / gsat / apollo
Apollo 6,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1968-04-04,12:00:00,Saturn V,12320000,False,Apollo 6,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
OGO-5,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1968-03-04,13:06:00,Atlas-SLV3A Agena-D,4660000,True,OGO-5,ogo,6,-0.08893711356640589,-0.03416466940751907,crs / gsat / apollo
Apollo 5,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1968-01-22,22:48:00,Saturn IB,19230000,True,Apollo 5,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
Surveyor 7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1968-01-07,6:30:00,Atlas-SLV3C Centaur-D,23070000,True,Surveyor 7,surveyor,6,-0.09315677941320265,-0.03834757967282905,crs / gsat / apollo
Apollo 4,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1967-11-09,12:00:00,Saturn V,23080000,True,Apollo 4,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
Surveyor 6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1967-11-07,7:39:00,Atlas-SLV3C Centaur-D,4850000,True,Surveyor 6,surveyor,6,-0.09315677941320265,-0.03834757967282905,crs / gsat / apollo
ATS-3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1967-11-05,23:37:00,Atlas-SLV3 Agena-D,2380000,True,ATS-3,ats,6,-0.09121369985004323,-0.03637146005036053,crs / gsat / apollo
Surveyor 5,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1967-09-08,7:57:00,Atlas-SLV3C Centaur-D,8130000,True,Surveyor 5,surveyor,6,-0.09315677941320265,-0.03834757967282905,crs / gsat / apollo
Lunar Orbiter 5,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1967-08-01,22:33:00,Atlas-SLV3 Agena-D,1040000,True,Lunar Orbiter 5,lunar orbiter,6,-0.09120249287612477,-0.03634098961630471,crs / gsat / apollo
OV1-11/OV1-12/OV1-86,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1967-07-27,19:00:00,Atlas-D OV1,3580000,False,OV1-11/OV1-12/OV1-86,ov ov ov,6,-0.09779929068239553,-0.04371911236101742,crs / gsat / apollo
Surveyor 4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1967-07-14,11:53:00,Atlas-LV3C Centaur-D,18800000,True,Surveyor 4,surveyor,6,-0.09315677941320265,-0.03834757967282905,crs / gsat / apollo
"OPS 9331-9334, LES-5 & DODGE",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1967-07-01,13:15:00,Titan IIIC,21990000,True,"OPS 9331-9334, LES-5 & DODGE",ops les dodge,6,-0.08999255455549364,-0.035473373133519275,crs / gsat / apollo
Mariner 5,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1967-06-14,6:01:00,Atlas-SLV3 Agena-D,12650000,True,Mariner 5,mariner,6,-0.09443686487622997,-0.03979611009210164,crs / gsat / apollo
KH-7 Gambit 4038,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1967-06-04,18:07:00,Atlas-SLV3 Agena-D,18910000,True,KH-7 Gambit 4038,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
KH-7 Gambit 4037,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1967-05-22,18:30:00,Atlas-SLV3 Agena-D,15580000,True,KH-7 Gambit 4037,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Lunar Orbiter 4,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1967-05-04,22:25:00,Atlas-SLV3 Agena-D,2690000,True,Lunar Orbiter 4,lunar orbiter,6,-0.09120249287612477,-0.03634098961630471,crs / gsat / apollo
"OPS-6638, OPS-6679, ORS-4, OV5-1, OV5-3",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1967-04-28,10:01:00,Titan IIIC,10740000,True,"OPS-6638, OPS-6679, ORS-4, OV5-1, OV5-3",ops ops ors ov ov,6,-0.09721179279123109,-0.04303337067933698,crs / gsat / apollo
Surveyor 3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1967-04-17,7:05:00,Atlas-LV3C Centaur-D,8620000,True,Surveyor 3,surveyor,6,-0.09315677941320265,-0.03834757967282905,crs / gsat / apollo
ATS-2,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1967-04-06,3:23:00,Atlas-SLV3 Agena-D,19020000,False,ATS-2,ats,6,-0.09121369985004323,-0.03637146005036053,crs / gsat / apollo
Lunar Orbiter 3,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1967-02-05,1:17:00,Atlas-SLV3 Agena-D,4840000,True,Lunar Orbiter 3,lunar orbiter,6,-0.09120249287612477,-0.03634098961630471,crs / gsat / apollo
KH-7 Gambit 4036,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1967-02-02,20:00:00,Atlas-SLV3 Agena-D,7030000,True,KH-7 Gambit 4036,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Apollo 1,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1967-01-27,23:31:00,Saturn IB,19510000,False,Apollo 1,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
OPS 9321-9328,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1967-01-18,14:19:00,Titan IIIC,1200000,True,OPS 9321-9328,ops,6,-0.09296858409046968,-0.03871791537230284,crs / gsat / apollo
OV1-9/OV1-10,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1966-12-11,21:10:00,Atlas-D OV1,8080000,True,OV1-9/OV1-10,ov ov,6,-0.09802110949527053,-0.04394683981835043,crs / gsat / apollo
ATS-1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1966-12-07,2:12:00,Atlas-SLV3 Agena-D,8940000,True,ATS-1,ats,6,-0.09121369985004323,-0.03637146005036053,crs / gsat / apollo
KH-7 Gambit 4035,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-12-05,21:09:00,Atlas-SLV3 Agena-D,7030000,True,KH-7 Gambit 4035,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Gemini XII,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-11-11,20:46:00,Titan II GLV,7780000,True,Gemini XII,gemini xii,6,-0.0905296194038232,-0.035806875852605814,crs / gsat / apollo
GATV 5001,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-11-11,19:08:00,Atlas-SLV3 Agena-D,1120000,True,GATV 5001,gatv,8,-0.0912136991243322,-0.03637110844772783,gatv / æs / gstar sbs
Lunar Orbiter 2,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1966-11-06,23:21:00,Atlas-SLV3 Agena-D,3040000,True,Lunar Orbiter 2,lunar orbiter,6,-0.09120249287612477,-0.03634098961630471,crs / gsat / apollo
"Gemini B, OV4-3, &  OV4-1R/T",Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1966-11-03,13:50:00,Titan IIIC,19470000,True,"Gemini B, OV4-3, &  OV4-1R/T",gemini b ov ov rt,6,-0.09650040681800266,-0.042186993004181286,crs / gsat / apollo
KH-7 Gambit 4034,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-11-02,20:23:00,Atlas-SLV3 Agena-D,12560000,True,KH-7 Gambit 4034,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Surveyor SD-4,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1966-10-26,11:12:00,Atlas-LV3C Centaur-D,14900000,True,Surveyor SD-4,surveyor sd,6,-0.0910757621980051,-0.03632036435764233,crs / gsat / apollo
KH-7 Gambit 4033,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-10-12,19:15:00,Atlas-SLV3 Agena-D,20270000,True,KH-7 Gambit 4033,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Midas 12,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-10-05,22:00:00,Atlas-SLV3 Agena-D,4100000,True,Midas 12,midas,6,-0.09613546240136461,-0.0417687885541404,crs / gsat / apollo
Surveyor 2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1966-09-20,12:32:00,Atlas-LV3C Centaur-D,2050000,True,Surveyor 2,surveyor,6,-0.09315677941320265,-0.03834757967282905,crs / gsat / apollo
KH-7 Gambit 4032,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-09-16,17:59:00,Atlas-SLV3 Agena-D,11720000,True,KH-7 Gambit 4032,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Gemini XI,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-09-12,14:42:00,Titan II GLV,15400000,True,Gemini XI,gemini xi,6,-0.09052961940382338,-0.035806875852353405,crs / gsat / apollo
GATV 5006,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-09-12,13:05:00,Atlas-SLV3 Agena-D,9850000,True,GATV 5006,gatv,8,-0.0912136991243322,-0.03637110844772783,gatv / æs / gstar sbs
"IDCSP-1 8-14, GGTS-2",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1966-08-26,13:59:00,Titan IIIC,14910000,False,"IDCSP-1 8-14, GGTS-2",idcsp ggts,6,-0.08773192808913496,-0.033073132529104966,crs / gsat / apollo
AS-202,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1966-08-25,17:15:00,Saturn IB,11340000,True,AS-202,as,6,-0.08677140169173386,-0.03221041939492883,crs / gsat / apollo
Midas 11,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-08-19,19:30:00,Atlas-SLV3 Agena-D,22550000,True,Midas 11,midas,6,-0.09613546240136461,-0.0417687885541404,crs / gsat / apollo
KH-7 Gambit 4031,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-08-16,18:30:00,Atlas-SLV3 Agena-D,21520000,True,KH-7 Gambit 4031,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Lunar Orbiter 1,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1966-08-10,19:26:00,Atlas-SLV3 Agena-D,3790000,True,Lunar Orbiter 1,lunar orbiter,6,-0.09120249287612477,-0.03634098961630471,crs / gsat / apollo
Gemini X,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-07-18,22:20:00,Titan II GLV,10030000,True,Gemini X,gemini x,6,-0.09362211397491485,-0.03880100265920136,crs / gsat / apollo
GATV 5005,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-07-18,20:39:00,Atlas-SLV3 Agena-D,8160000,True,GATV 5005,gatv,8,-0.0912136991243322,-0.03637110844772783,gatv / æs / gstar sbs
OV1-7/OV1-8,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1966-07-14,2:10:00,Atlas-D OV1,4480000,False,OV1-7/OV1-8,ov ov,6,-0.09802110949527053,-0.04394683981835043,crs / gsat / apollo
KH-7 Gambit 4030,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-07-12,17:57:00,Atlas-SLV3 Agena-D,24460000,True,KH-7 Gambit 4030,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
AS-203,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1966-07-05,14:53:00,Saturn IB,6530000,True,AS-203,as,6,-0.08677140169173386,-0.03221041939492883,crs / gsat / apollo
OPS 9311-9317 & GGTS-1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1966-06-16,14:00:00,Titan IIIC,23410000,True,OPS 9311-9317 & GGTS-1,ops ggts,6,-0.09047203827334394,-0.035990184067714745,crs / gsat / apollo
Midas 10,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-06-09,20:15:00,Atlas-SLV3 Agena-D,18640000,False,Midas 10,midas,6,-0.09613546240136461,-0.0417687885541404,crs / gsat / apollo
OGO-3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1966-06-07,2:48:00,Atlas-SLV3 Agena-B,9590000,True,OGO-3,ogo,6,-0.08893711356640589,-0.03416466940751907,crs / gsat / apollo
KH-7 Gambit 4029,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-06-03,19:25:00,Atlas-SLV3 Agena-D,16400000,True,KH-7 Gambit 4029,kh gambit,7,-0.14008280718611285,-0.21824198632259736,kh / gambit / kh gambit
Gemini IX-A,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-06-03,13:39:00,Titan II GLV,10210000,False,Gemini IX-A,gemini ixa,6,-0.09052961940382327,-0.035806875852488505,crs / gsat / apollo
ATDA,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-06-01,15:00:00,Atlas SLV-3,3310000,True,ATDA,atda,6,-0.08748149034647014,-0.032836510365770316,crs / gsat / apollo
Surveyor 1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1966-05-30,14:41:00,Atlas-LV3C Centaur-D,10960000,True,Surveyor 1,surveyor,6,-0.09315677941320265,-0.03834757967282905,crs / gsat / apollo
GATV 5004,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-05-17,15:15:00,Atlas-SLV3 Agena-D,18800000,False,GATV 5004,gatv,8,-0.0912136991243322,-0.03637110844772783,gatv / æs / gstar sbs
